Category,Name,Phone,Google Maps URL,Website,email,Business Status,Address,Total Reviews,Booking Links,Rating,Hours
,Historic Smithton Inn,+1 717-733-6094,https://www.google.com/maps/place/Historic+Smithton+Inn/data=!4m10!3m9!1s0x89c616978a35f35b:0x80bce11c65967839!5m2!4m1!1i2!8m2!3d40.18739!4d-76.1901847!16s%2Fg%2F1tczfvyg!19sChIJW_M1ipcWxokROXiWZRzhvIA?authuser=0&hl=en&rclk=1,https://www.historicsmithtoninn.com/?utm_source=google&utm_medium=GMB,"info@smithtoninn.com, info@historicsmithtoninn.com",,"900 W Main St, Ephrata, PA 17522, United States",(220),,4.9,
,Hazeltine Boutique Hotel,+1 814-730-8708,https://www.google.com/maps/place/Hazeltine+Boutique+Hotel/data=!4m10!3m9!1s0x89cd45018d7c157f:0x9f2647c206e678cf!5m2!4m1!1i2!8m2!3d41.8453024!4d-79.1564137!16s%2Fm%2F0jzy_lq!19sChIJfxV8jQFFzYkRz3jmBsJHJp8?authuser=0&hl=en&rclk=1,https://www.hazeltinehotel.com/,info@hazeltinehotel.com,,"710 Pennsylvania Ave W, Warren, PA 16365, United States",(42),,4.8,
,Wayne Hotel,+1 610-687-5000,https://waynehotel.com/Contact/,https://waynehotel.com/,,,"139 E Lancaster Ave, Wayne, PA 19087, United States",(202),,4.5,
,Hampton Inn Matamoras/Milford,+1 570-491-5280,https://www.hilton.com/en/hotels/scrmahx-hampton-matamoras-milford/?SEO_id=GMB-AMER-HX-SCRMAHX&y_source=1_MjA4MjE3NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.hilton.com/en/hotels/scrmahx-hampton-matamoras-milford/?SEO_id=GMB-AMER-HX-SCRMAHX&y_source=1_MjA4MjE3NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,SCRMA_hampton@hilton.com,,"122 Westfall Town Dr, Matamoras, PA 18336, United States","(1,077)",,4.2,
,Traveler's Rest Hotel,+1 412-623-9343,https://www.google.com/maps/place/Traveler%27s+Rest+Hotel/data=!4m10!3m9!1s0x8834f144217a235b:0xf4a200064295607f!5m2!4m1!1i2!8m2!3d40.4292155!4d-79.9935116!16s%2Fg%2F11bwg18bfy!19sChIJWyN6IUTxNIgRf2CVQgYAovQ?authuser=0&hl=en&rclk=1,http://www.sstrpgh.com/,"INFO@SSTRPGH.COM, info@sstrpgh.com",,"27 S 6th St, Pittsburgh, PA 15203, United States",(296),,5.0,
,Country View PA Bed & Breakfast,+1 717-768-0936,https://www.lancasterpabedbreakfast.com/Contact/,https://lancasterpabedbreakfast.com/,,,"5463 Old Philadelphia Pike, Kinzers, PA 17535, United States",(96),,4.9,
,Bird-in-Hand Family Inn,+1 717-768-8271,https://www.google.com/maps/place/Bird-in-Hand+Family+Inn/data=!4m10!3m9!1s0x89c63957b692b5b9:0x60fe45923db465e7!5m2!4m1!1i2!8m2!3d40.0378507!4d-76.175794!16s%2Fg%2F1vnnkc1c!19sChIJubWStlc5xokR52W0PZJF_mA?authuser=0&hl=en&rclk=1,https://bird-in-hand.com/bird-in-hand-family-inn/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"centralreservations@bird-in-hand.com, analytics@improveandgrow.com, CentralReservations@Bird-in-Hand.com, SmuckerFamily@Bird-in-Hand.com",,"2740 Old Philadelphia Pike, Bird in Hand, PA 17505, United States","(1,060)",,4.5,
,Heritage Hotel - Lancaster,+1 800-223-8963,http://www.heritagelancaster.com//Contact/,http://www.heritagelancaster.com/,,,"500 Centerville Rd, Lancaster, PA 17601, United States",(961),,4.1,
,Wyndham Gettysburg Hotel & Conference Center,+1 717-339-0020,https://www.gatewaygettysburg.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,https://www.gatewaygettysburg.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,sandy.sipe@gatewaygettysburg.com,,"95 Presidential Cir, Gettysburg, PA 17325, United States","(2,392)",,4.3,
,Chestnut Hill Hotel,+1 215-242-5905,https://chestnuthillhotel.com/Contact/,http://chestnuthillhotel.com/,,,"8229 Germantown Ave, Philadelphia, PA 19118, United States",(735),,4.5,
,New Hope Inn & Suites,+1 215-862-5221,https://www.google.com/maps/place/New+Hope+Inn+%26+Suites/data=!4m10!3m9!1s0x89c40123f8a7e0b9:0xc5a9773c693f27a7!5m2!4m1!1i2!8m2!3d40.3564238!4d-74.9840265!16s%2Fg%2F11v14qwyb4!19sChIJueCn-CMBxIkRpyc_aTx3qcU?authuser=0&hl=en&rclk=1,https://www.newhopeinnandsuites.com/,frontdesk@newhopeinnandsuites.com,,"6426 Lower York Rd, New Hope, PA 18938, United States",(723),,3.7,
,The Historic Fallon Hotel,+1 570-300-5213,https://est1856.com//Contact/,http://est1856.com/,,,"131 E Water St, Lock Haven, PA 17745, United States",(36),,3.6,
,Brandywine River Hotel,+1 610-388-1200,https://www.google.com/maps/place/Brandywine+River+Hotel/data=!4m10!3m9!1s0x89c6fa6820f6875b:0x9b12a57828e738c0!5m2!4m1!1i2!8m2!3d39.8734413!4d-75.5900998!16s%2Fg%2F1tc_rznt!19sChIJW4f2IGj6xokRwDjnKHilEps?authuser=0&hl=en&rclk=1,https://brandywineriverhotelpa.com/,info@chicmanagementgroup.org,,"1609 Baltimore Pike, Chadds Ford, PA 19317, United States",(458),,4.3,
,Hampton Inn & Suites Williamsport-Faxon Exit,+1 570-601-5800,https://www.hilton.com/en/hotels/ipttshx-hampton-suites-williamsport-faxon-exit/?SEO_id=GMB-AMER-HX-IPTTSHX&y_source=1_MjA4NDc3MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.hilton.com/en/hotels/ipttshx-hampton-suites-williamsport-faxon-exit/?SEO_id=GMB-AMER-HX-IPTTSHX&y_source=1_MjA4NDc3MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,IPTTS_Hampton_Suites@hilton.com,,"66 Liberty Ln, Williamsport, PA 17701, United States",(691),,4.5,
,Lincoln Hotel Philadelphia,+1 215-639-4600,https://www.lincolnhotelphilly.com//Contact/,http://www.lincolnhotelphilly.com/,,,"2277 Lincoln Hwy, Trevose, PA 19053, United States",(283),,3.7,
,Hotel Rock Lititz,+1 717-925-7625,https://www.google.com/maps/place/Hotel+Rock+Lititz/data=!4m10!3m9!1s0x89c61959c9df2f27:0xe00a771b406be0e6!5m2!4m1!1i2!8m2!3d40.1744331!4d-76.3124101!16s%2Fg%2F11f9yyckxx!19sChIJJy_fyVkZxokR5uBrQBt3CuA?authuser=0&hl=en&rclk=1,https://www.hotelrocklititz.com/,guestservices@hotelrocklititz.com,,"50 Rock Lititz Blvd, Lititz, PA 17543, United States",(562),,4.8,
,The Radnor Hotel,+1 610-688-5800,https://radnorhotel.com/Contact/,https://radnorhotel.com/,,,"591 Lancaster Ave, St Davids, PA 19087, United States","(1,066)",,4.3,
,The Inn at Villanova University,+1 610-519-8000,https://theinnatvillanova.com/contact,https://theinnatvillanova.com/,,,"601 County Line Rd, Wayne, PA 19087, United States",(303),,4.6,
,Ramada by Wyndham Beaver Falls,+1 724-846-3700,https://www.google.com/maps/place/Ramada+by+Wyndham+Beaver+Falls/data=!4m10!3m9!1s0x8834770236a80355:0xeb60c909ee19d45c!5m2!4m1!1i2!8m2!3d40.8184466!4d-80.3252778!16s%2Fg%2F11gy83kw_9!19sChIJVQOoNgJ3NIgRXNQZ7gnJYOs?authuser=0&hl=en&rclk=1,https://www.wyndhamhotels.com/ramada/beaver-falls-pennsylvania/ramada-beaver-falls-pa/overview?CID=LC:wmcic5n98gs1g0r:54268&iata=00093796,accessibility@wyndham.com,,"7195 Eastwood Dr, Beaver Falls, PA 15010, United States",(504),,3.2,
,"Genetti Hotel, SureStay Collection by Best Western",+1 570-326-6600,https://www.bestwestern.com/en_US/book/hotel-rooms.55001.html?iata=00171880&ssob=BLBWI0004G&cid=BLBWI0004G:google:gmb:55001/Contact/,https://www.bestwestern.com/en_US/book/hotel-rooms.55001.html?iata=00171880&ssob=BLBWI0004G&cid=BLBWI0004G:google:gmb:55001,,,"200 W 4th St, Williamsport, PA 17701, United States","(1,336)",,4.3,
,Lafayette Inn,+1 610-253-4500,https://lafayetteinn.com/,https://lafayetteinn.com/,info@lafayetteinn.com,,"525 W Monroe St, Easton, PA 18042, United States",(154),,4.6,
,100 Mile View Camping,+1 610-554-4951,https://www.google.com/maps/place/100+Mile+View+Camping/data=!4m10!3m9!1s0x89c5b3840247d81f:0xec2798c66d08f4ed!5m2!4m1!1i2!8m2!3d40.855773!4d-75.7464171!16s%2Fg%2F11swmt_gny!19sChIJH9hHAoSzxYkR7fQIbcaYJ-w?authuser=0&hl=en&rclk=1,https://100mileviewcamping.com/,micah@micahrich.com,,"58 Flagstaff Rd, Jim Thorpe, PA 18229, United States",(161),,4.6,
,Renaissance Allentown Hotel,+1 484-273-4000,https://www.marriott.com/en-us/hotels/abebr-renaissance-allentown-hotel/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0/Contact/,https://www.marriott.com/en-us/hotels/abebr-renaissance-allentown-hotel/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,,"12 N 7th St, Allentown, PA 18101, United States",(824),,4.3,
,Williamsport Grandview Hotel,+1 570-327-3081,https://www.google.com/maps/place/Williamsport+Grandview+Hotel/data=!4m10!3m9!1s0x89cfaa957ad0de77:0xf089f681342148a3!5m2!4m1!1i2!8m2!3d41.2325715!4d-77.1295956!16s%2Fg%2F1q6kk8rvy!19sChIJd97QepWqz4kRo0ghNIH2ifA?authuser=0&hl=en&rclk=1,https://www.grandview-hotels.com/williamsport,8c4075d5481d476e945486754f783364@sentry.io,,"4860 US-220, Linden, PA 17744, United States",(47),,4.4,
,Hotel Dushore,+1 570-928-8939,https://www.google.com/maps/place/Hotel+Dushore/data=!4m10!3m9!1s0x89c55923bed7b34f:0xb75caeb1fdb89335!5m2!4m1!1i2!8m2!3d41.5219949!4d-76.4026605!16s%2Fg%2F1tkbz50y!19sChIJT7PXviNZxYkRNZO4_bGuXLc?authuser=0&hl=en&rclk=1,https://hoteldushore.com/,frontdesk@hoteldushore.com,,"232 German St, Dushore, PA 18614, United States",(132),,4.7,
,La Reserve Bed & Breakfast,+1 215-735-1137,https://www.lareservebandb.com/Contact,http://lareservebandb.com/,,,"1804 Pine St, Philadelphia, PA 19103, United States",(263),,4.8,
,Harbor Inn,+1 814-342-0250,https://www.harborinnphilipsburg.us//Contact/,http://www.harborinnphilipsburg.us/,,,"810 N Front St, Philipsburg, PA 16866, United States",(141),,2.6,
,Crystal Run Suites of Springboro,+1 814-306-0080,https://www.google.com/maps/place/Crystal+Run+Suites+of+Springboro/data=!4m10!3m9!1s0x883241808398d305:0x84c8d3cee32d83fe!5m2!4m1!1i2!8m2!3d41.794758!4d-80.3658667!16s%2Fg%2F11c524n8bh!19sChIJBdOYg4BBMogR_oMt487TyIQ?authuser=0&hl=en&rclk=1,,,,"23472 PA-18, Springboro, PA 16435, United States",(18),,4.6,
,Exton Hotel & Conference Center At Exton,+1 610-363-1100,https://www.google.com/maps/place/Exton+Hotel+%26+Conference+Center+At+Exton/data=!4m10!3m9!1s0x89c6f4cbffe51f55:0x3fa5a6516e5e43c5!5m2!4m1!1i2!8m2!3d40.0569871!4d-75.6495029!16s%2Fg%2F11c5_t3s8k!19sChIJVR_l_8v0xokRxUNeblGmpT8?authuser=0&hl=en&rclk=1,https://www.extonhotels.com/,info@extonhotelpa.com,,"815 N Pottstown Pike Building A, Exton, PA 19341, United States",(748),,3.4,
,Comfort Inn - Pocono Mountains,+1 570-783-8626,"https://www.google.com/maps/place/Comfort+Inn+-+Pocono+Mountains/@41.070903,-75.7008452,17z/data=!3m1!4b1!4m9!3m8!1s0x89c4fe31b6ddd723:0x27dd43275fef6663!5m2!4m1!1i2!8m2!3d41.070903!4d-75.7008452!16s%2Fg%2F1tqygg1l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",https://www.choicehotels.com/pennsylvania/white-haven/comfort-inn-hotels/pa292?mc=llgoxxpx,,,"Route 940 at 1-80 and, I-476, White Haven, PA 18661, United States","(1,029)",,3.5,
,Hotel Hanna,+1 717-233-1611,https://www.google.com/maps/place/Hotel+Hanna/data=!4m10!3m9!1s0x89c8c103e49562e9:0xe91fe44e6503de55!5m2!4m1!1i2!8m2!3d40.2551166!4d-76.8771169!16s%2Fg%2F11yd6h9wdh!19sChIJ6WKV5APByIkRVd4DZU7kH-k?authuser=0&hl=en&rclk=1,,,,"525 S Front St, Harrisburg, PA 17104, United States",(3),,3.7,
,Red Lion Hotel Harrisburg Hershey,+1 717-939-7841,https://www.google.com/maps/place/Red+Lion+Hotel+Harrisburg+Hershey/data=!4m10!3m9!1s0x89c8bf0aec4c107b:0xb332c763edc35325!5m2!4m1!1i2!8m2!3d40.2416584!4d-76.800697!16s%2Fg%2F11b7w016l0!19sChIJexBM7Aq_yIkRJVPD7WPHMrM?authuser=0&hl=en&rclk=1,https://www.sonesta.com/red-lion-hotels/pa/harrisburg/red-lion-hotel-harrisburg-hershey?utm_source=google&utm_medium=organic&utm_campaign=gmb,Sales@redlion.com,,"4751 Lindle Rd, Harrisburg, PA 17111, United States","(2,563)",,4.4,
,Eisenhower Hotel & Conference Center,+1 717-334-8121,https://www.google.com/maps/place/Eisenhower+Hotel+%26+Conference+Center/data=!4m10!3m9!1s0x89c9b2091df99cc5:0xb6762f8aa2806003!5m2!4m1!1i2!8m2!3d39.7656042!4d-77.2690707!16s%2Fg%2F1v27wgl1!19sChIJxZz5HQmyyYkRA2CAooovdrY?authuser=0&hl=en&rclk=1,http://www.eisenhower.com/,"sales@Eisenhowercomplex.com, sales@eisenhowercomplex.com",,"2634 Emmitsburg Rd, Gettysburg, PA 17325, United States","(1,302)",,3.3,
,Inn at Lebanon - Hershey/Manheim Area,+1 717-273-6771,"https://www.google.com/maps/place/Inn+at+Lebanon+-+Hershey%2FManheim+Area/@40.330182,-76.4267516,17z/data=!3m1!4b1!4m9!3m8!1s0x89c603667398d967:0xe275fe653d34f2fb!5m2!4m1!1i2!8m2!3d40.330182!4d-76.4267516!16s%2Fg%2F11vxmj1n7z?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",http://www.innatlebanon.com/,,,"625 Quentin Rd, Lebanon, PA 17042, United States",(74),,2.9,
,The Inn at Mountain View,+1 724-691-0570,https://www.google.com/maps/place/The+Inn+at+Mountain+View/data=!4m10!3m9!1s0x8834d223b47a96ef:0xd2fb3d6fcdf1e741!5m2!4m1!1i2!8m2!3d40.290678!4d-79.4623105!16s%2Fg%2F1v62j9kn!19sChIJ75Z6tCPSNIgRQefxzW89-9I?authuser=0&hl=en&rclk=1,,,,"300 Scenery Ln, Greensburg, PA 15601, United States",(611),,4.0,
,The Darby,+1 845-252-8080,https://www.google.com/maps/place/The+Darby/data=!4m10!3m9!1s0x89db53555c266a77:0xc8d6950dec757006!5m2!4m1!1i2!8m2!3d41.611374!4d-75.0619554!16s%2Fg%2F11qt29dw8w!19sChIJd2omXFVT24kRBnB17A2V1sg?authuser=0&hl=en&rclk=1,https://thedarbyhotel.com/,"hello@thedarbyhotel.com, hello@wheatleighhotel.com",,"9 Manor Drive, Beach Lake, PA 18405, United States",(112),,4.6,
,Mill Stream Inn,+1 814-274-9900,https://www.google.com/maps/place/Mill+Stream+Inn/data=!4m10!3m9!1s0x89cdfcd06e30440f:0xb31aed502d729d83!5m2!4m1!1i2!8m2!3d41.770464!4d-77.9805074!16s%2Fg%2F1tdym5ht!19sChIJD0QwbtD8zYkRg51yLVDtGrM?authuser=0&hl=en&rclk=1,https://www.millstreaminn.com/,info@indiantypefoundry.com,,"918 E 2nd St, Coudersport, PA 16915, United States",(314),,4.6,
,Lancaster Arts Hotel,+1 717-299-3000,https://www.lancasterartshotel.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=gmb/Contact/,https://www.lancasterartshotel.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=gmb,,,"300 Harrisburg Ave, Lancaster, PA 17603, United States",(697),,4.4,
,Scottish Inns & Suites Harrisburg - Hershey North,+1 717-545-6944,https://www.stayhihotels.com/property/scottish-inns-suites-harrisburg-pa/?utm_source=Google&utm_medium=referral&utm_campaign=MyBusiness/Contact/,https://www.stayhihotels.com/property/scottish-inns-suites-harrisburg-pa/?utm_source=Google&utm_medium=referral&utm_campaign=MyBusiness,,,"7965 Jonestown Rd, Harrisburg, PA 17112, United States",(17),,4.9,
,Ramada New Hope,+1 215-862-5221,https://www.google.com/maps/place/Ramada+New+Hope/data=!4m10!3m9!1s0x89c400bdfab8209b:0xf7c628336ac638d2!5m2!4m1!1i2!8m2!3d40.3564046!4d-74.9840026!16s%2Fg%2F1thzvr4v!19sChIJmyC4-r0AxIkR0jjGajMoxvc?authuser=0&hl=en&rclk=1,http://www.ramada.com/hotels/pennsylvania/new-hope/ramada-new-hope/hotel-overview?WID=LC:RA:20150901:Rio:Local,accessibility@wyndham.com,,"6426 Lower York Rd, New Hope, PA 18938, United States",(11),,3.4,
,Pocono Inn & Banquet,+1 570-424-0337,https://www.google.com/maps/place/Pocono+Inn+%26+Banquet/data=!4m10!3m9!1s0x89c487d2124cef51:0x903e356ca8e5bbf7!5m2!4m1!1i2!8m2!3d40.9887546!4d-75.1435017!16s%2Fg%2F1v7tm9yz!19sChIJUe9MEtKHxIkR97vlqGw1PpA?authuser=0&hl=en&rclk=1,http://poconoinnsuites.com/,poconoinn101@gmail.com,,"101 Broad St Building A, Delaware Water Gap, PA 18327, United States",(230),,3.4,
,Selinsgrove Inn,+1 570-374-4100,"https://www.google.com/maps/place/Selinsgrove+Inn/@40.8021514,-76.8612093,17z/data=!3m1!4b1!4m9!3m8!1s0x89cf3f05f3133067:0xc33ae2e630ca36a6!5m2!4m1!1i2!8m2!3d40.8021514!4d-76.8612093!16s%2Fg%2F1tgx7l8k?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",http://www.selinsgroveinn.com/,info@selinsgroveinn.com,,"214 N Market St, Selinsgrove, PA 17870, United States",(264),,4.7,
,Stardust Motel,+1 717-623-5125,https://www.stardustmotelduncannon.top/Contact/,https://www.stardustmotelduncannon.top/,,,"3418 Susquehanna Trail, Duncannon, PA 17020, United States",(105),,3.2,
,"Hotel West & Main Conshohocken Philadelphia, Tapestry by Hilton",+1 610-825-1190,"https://www.google.com/maps/place/Hotel+West+%26+Main+Conshohocken+Philadelphia,+Tapestry+by+Hilton/@40.0731512,-75.3073881,17z/data=!3m1!4b1!4m9!3m8!1s0x89c6bf9c925017a9:0x2f121d1f1f4b7d19!5m2!4m1!1i2!8m2!3d40.0731512!4d-75.3073881!16s%2Fg%2F11nh9c5b51?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",https://www.hilton.com/en/hotels/phlcoup-hotel-west-and-main-conshohocken-philadelphia/?SEO_id=GMB-AMER-UP-PHLCOUP&y_source=1_MzU0ODcyMjQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,,"46 Fayette St, Conshohocken, PA 19428, United States",(202),,4.3,
,Cramer Family Mountain Inn (and gift shop),+1 814-380-7569,"https://www.google.com/maps/place/Cramer+Family+Mountain+Inn+(and+gift+shop)/@41.0279635,-77.95053,17z/data=!3m1!4b1!4m9!3m8!1s0x89cc21f6eaba3689:0x5763742b901a1817!5m2!4m1!1i2!8m2!3d41.0279635!4d-77.95053!16s%2Fg%2F11kk81xjq8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",http://www.cfmountaininn.com/,reservations@cfmountaininn.com,,"302 Moshannon Ave, Snow Shoe, PA 16874, United States",(35),,4.8,
,"Country Inn & Suites by Radisson, Carlisle, PA",+1 717-706-6997,"https://www.google.com/maps/place/Country+Inn+%26+Suites+by+Radisson,+Carlisle,+PA/@40.1859623,-77.2280967,17z/data=!3m1!4b1!4m9!3m8!1s0x89c91e6613a65e25:0x27010f01e5c1822e!5m2!4m1!1i2!8m2!3d40.1859623!4d-77.2280967!16s%2Fg%2F1tks78lv?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",https://www.choicehotels.com/pennsylvania/carlisle/country-inn-suites-hotels/pa992?mc=llgoxxpx,,,"1529 Commerce Ave, Carlisle, PA 17015, United States",(648),,4.0,
,"Country Inn & Suites by Radisson, Lehighton-Jim Thorpe, PA",+1 610-826-4344,"https://www.google.com/maps/place/Country+Inn+%26+Suites+by+Radisson,+Lehighton-Jim+Thorpe,+PA/@40.8381083,-75.6709937,17z/data=!3m1!4b1!4m9!3m8!1s0x89c44d0bc4be3135:0x4e85a5abe4dd78d!5m2!4m1!1i2!8m2!3d40.8381083!4d-75.6709937!16s%2Fg%2F1tlvqgtb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",https://www.choicehotels.com/pennsylvania/lehighton/country-inn-suites-hotels/pa977?mc=llgoxxpx,,,"1619 Interchange Rd, Lehighton, PA 18235, United States",(888),,4.2,
,Days Inn by Wyndham Scranton PA,+1 570-483-8991,https://www.google.com/maps/place/Days+Inn+by+Wyndham+Scranton+PA/data=!4m10!3m9!1s0x89c4d9f1474cc67b:0x24b9016b9bae8d56!5m2!4m1!1i2!8m2!3d41.4743774!4d-75.6268751!16s%2Fg%2F1tctgkc8!19sChIJe8ZMR_HZxIkRVo2um2sBuSQ?authuser=0&hl=en&rclk=1,https://www.wyndhamhotels.com/days-inn/scranton-pennsylvania/days-inn-scranton-pa/overview?CID=LC:iqv0j1dklijly45:06680&iata=00093796,accessibility@wyndham.com,,"1946 Scranton Carbondale Hwy, Scranton, PA 18508, United States","(1,018)",,3.1,
,Sheraton Great Valley Hotel,+1 610-524-5500,https://www.marriott.com/en-us/hotels/phlvs-sheraton-great-valley-hotel/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0/Contact/,https://www.marriott.com/en-us/hotels/phlvs-sheraton-great-valley-hotel/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,,"707 Lancaster Ave, Frazer, PA 19355, United States",(912),,4.0,
,Penn's View Hotel,+1 215-922-7600,https://www.google.com/maps/place/Penn%27s+View+Hotel/data=!4m10!3m9!1s0x89c6c88f5d758c59:0x5e81d1b05b4f1121!5m2!4m1!1i2!8m2!3d39.9501515!4d-75.1420964!16s%2Fg%2F1tgpc713!19sChIJWYx1XY_IxokRIRFPW7DRgV4?authuser=0&hl=en&rclk=1,https://www.pennsviewhotel.com/,reservations@pennsviewhotel.com,,"14 N Front St, Philadelphia, PA 19106, United States",(760),,4.5,
,Best Western Plus Clearfield,+1 814-768-1049,https://www.bestwestern.com/en_US/book/hotel-rooms.39130.html?iata=00171880&ssob=BLBWI0004G&cid=BLBWI0004G:google:gmb:39130/Contact/,https://www.bestwestern.com/en_US/book/hotel-rooms.39130.html?iata=00171880&ssob=BLBWI0004G&cid=BLBWI0004G:google:gmb:39130,,,"14424 Clearfield Shawville Hwy, Clearfield, PA 16830, United States","(1,119)",,4.5,
,Westgate Inn,+1 814-274-0400,https://www.westgateinn.co//Contact/,https://www.westgateinn.co/,,,"307 US-6, Coudersport, PA 16915, United States",(220),,4.1,
,"The Penn Stroud, Stroudsburg - Poconos, Ascend Hotel Collection",+1 570-421-2200,"https://www.google.com/maps/place/The+Penn+Stroud,+Stroudsburg+-+Poconos,+Ascend+Hotel+Collection/@40.9859961,-75.1944826,17z/data=!3m1!4b1!4m9!3m8!1s0x89c489fa2338dde1:0x754c201550086b63!5m2!4m1!1i2!8m2!3d40.9859961!4d-75.1944826!16s%2Fg%2F11hyq_hczn?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",https://www.choicehotels.com/pennsylvania/stroudsburg/ascend-hotels/pa605?mc=llgoxxpx,,,"700 Main St, Stroudsburg, PA 18360, United States",(623),,4.6,
,Rest Stop 6 Inn,+1 814-723-5313,https://www.reststop6.com//Contact/,http://reststop6.com/,,,"9045 US-6, Tiona, PA 16352, United States",(147),,4.3,
,Holiday Inn Lancaster by IHG,+1 717-394-0900,https://www.ihg.com/holidayinn/hotels/us/en/lancaster/lnsch/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-US-_-LNSCH,https://www.ihg.com/holidayinn/hotels/us/en/lancaster/lnsch/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-US-_-LNSCH,"julia.boyd@ihg.com, stacy.campbell@ihg.com, debra.wang@ihg.com, info@hilancaster.com, agne.blyth@ihg.com, ches.eaton@ihg.com, whitney.engelke@ihg.com, christine.lee@ihg.com",,"26 E Chestnut St, Lancaster, PA 17602, United States","(1,076)",,3.9,
,Hilton Philadelphia at Penn's Landing,+1 215-521-6500,https://www.hilton.com/en/hotels/phlpnhh-hilton-philadelphia-at-penns-landing/?SEO_id=GMB-AMER-HH-PHLPNHH&y_source=1_MjMyNDk3MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.hilton.com/en/hotels/phlpnhh-hilton-philadelphia-at-penns-landing/?SEO_id=GMB-AMER-HH-PHLPNHH&y_source=1_MjMyNDk3MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"PHLPN_FO@hilton.com, phlpn_gm@hilton.com",,"201 S Christopher Columbus Blvd, Philadelphia, PA 19106, United States","(3,915)",,4.1,
,Best Western Plus Revere Inn & Suites,+1 717-687-7683,https://www.bestwestern.com/en_US/book/hotel-rooms.39020.html?iata=00171880&ssob=BLBWI0004G&cid=BLBWI0004G:google:gmb:39020/Contact/,https://www.bestwestern.com/en_US/book/hotel-rooms.39020.html?iata=00171880&ssob=BLBWI0004G&cid=BLBWI0004G:google:gmb:39020,,,"US 30, 3063 Lincoln Hwy E Bldg #1, Paradise, PA 17562, United States","(1,209)",,4.5,
,Colton Point Motel,+1 570-724-2155,https://www.google.com/maps/place/Colton+Point+Motel/data=!4m10!3m9!1s0x89ce24871e896fa3:0x6bb75bbdd504493d!5m2!4m1!1i2!8m2!3d41.7433943!4d-77.4625625!16s%2Fg%2F1th4bcg4!19sChIJo2-JHockzokRPUkE1b1bt2s?authuser=0&hl=en&rclk=1,http://colton-point-motel.mydirectstay.com/,cpmotel@gmail.com,,"4643 US-6, Wellsboro, PA 16901, United States",(139),,4.8,
,Radisson Hotel Philadelphia Northeast,+1 267-520-6692,"https://www.google.com/maps/place/Radisson+Hotel+Philadelphia+Northeast/@40.1230888,-74.9780141,17z/data=!3m1!4b1!4m9!3m8!1s0x89c6b2b0645de839:0xc0e7c5ad1487723a!5m2!4m1!1i2!8m2!3d40.1230888!4d-74.9780141!16s%2Fg%2F1tt1tn5b?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",https://www.choicehotels.com/pennsylvania/trevose/radisson-hotels/pa990?mc=llgoxxpx,,,"2400 Old Lincoln Hwy, Trevose, PA 19053, United States","(2,345)",,3.9,
